packet_number,frame_name,frame_len,length,dbm_antsignal,channel_freq,type,subtype,ds,frag,retry,pwrmgt,moredata,protected,duration,label
5470,QoS Data,134,34,-69,920,2,8,0,0,1,0,0,0,720,0
5472,QoS Data,115,34,-45,920,2,8,1,0,0,0,0,0,720,0
5475,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5476,QoS Data,112,34,-66,920,2,8,1,0,0,0,0,0,720,0
5478,QoS Data,112,34,-69,920,2,8,0,0,0,0,0,0,720,0
5479,QoS Data,112,34,-70,920,2,8,0,0,1,0,0,0,720,0
5482,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
5484,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5485,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
5487,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5489,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5490,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
5491,QoS Data,134,34,-66,920,2,8,1,0,0,0,0,0,720,0
5493,QoS Data,134,34,-74,920,2,8,0,0,0,0,0,0,720,0
5495,QoS Data,115,34,-46,920,2,8,1,0,0,0,0,0,720,0
5498,QoS Data,115,34,-46,920,2,8,1,0,1,0,0,0,720,0
5500,QoS Data,112,34,-62,920,2,8,1,0,0,0,0,0,720,0
5502,QoS Data,112,34,-72,920,2,8,0,0,0,0,0,0,720,0
5503,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5504,QoS Data,112,34,-76,920,2,8,0,0,1,0,0,0,720,0
5505,QoS Data,112,34,-75,920,2,8,0,0,1,0,0,0,720,0
5507,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
5509,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5511,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5512,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
5519,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5526,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5527,QoS Data,132,34,-68,920,2,8,1,0,0,0,0,0,720,0
5529,QoS Data,132,34,-73,920,2,8,0,0,0,0,0,0,720,0
5531,QoS Data,115,34,-45,920,2,8,1,0,0,0,0,0,720,0
5535,QoS Data,112,34,-69,920,2,8,1,0,0,0,0,0,720,0
5537,QoS Data,112,34,-72,920,2,8,0,0,0,0,0,0,720,0
5538,QoS Data,112,34,-74,920,2,8,0,0,1,0,0,0,720,0
5539,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
5541,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5542,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5543,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5545,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
5546,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
5548,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5550,QoS Data,133,34,-72,920,2,8,0,0,0,0,0,0,720,0
5552,QoS Data,115,34,-50,920,2,8,1,0,0,0,0,0,720,0
5554,QoS Data,115,34,-47,920,2,8,1,0,1,0,0,0,720,0
5556,RTS,54,34,-51,920,1,11,,,,0,0,0,4180,0
5558,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
5560,RTS,54,34,-50,920,1,11,,,,0,0,0,4180,0
5562,QoS Data,115,34,-51,920,2,8,1,0,1,0,0,0,720,0
5565,QoS Data,112,34,-72,920,2,8,0,0,0,0,0,0,720,0
5566,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5567,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5569,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
5571,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5572,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5574,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
5576,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
5578,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
5579,QoS Data,132,34,-71,920,2,8,1,0,0,0,0,0,720,0
5581,QoS Data,132,34,-72,920,2,8,0,0,0,0,0,0,720,0
5583,QoS Data,115,34,-48,920,2,8,1,0,0,0,0,0,720,0
5586,QoS Data,112,34,-66,920,2,8,1,0,0,0,0,0,720,0
5588,QoS Data,112,34,-72,920,2,8,0,0,0,0,0,0,720,0
5589,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5590,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5591,QoS Data,112,34,-74,920,2,8,0,0,1,0,0,0,720,0
5593,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5594,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5595,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5597,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
5598,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
5599,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5600,QoS Data,134,34,-69,920,2,8,1,0,0,0,0,0,720,0
5602,QoS Data,134,34,-69,920,2,8,1,0,1,0,0,0,720,0
5604,QoS Data,134,34,-73,920,2,8,0,0,0,0,0,0,720,0
5605,QoS Data,134,34,-74,920,2,8,0,0,1,0,0,0,720,0
5606,QoS Data,134,34,-72,920,2,8,0,0,1,0,0,0,720,0
5607,QoS Data,134,34,-72,920,2,8,0,0,1,0,0,0,720,0
5609,QoS Data,115,34,-50,920,2,8,1,0,0,0,0,0,720,0
5612,RTS,54,34,-47,920,1,11,,,,0,0,0,4400,0
5614,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
5616,QoS Data,112,34,-72,920,2,8,1,0,0,0,0,0,720,0
5618,QoS Data,112,34,-73,920,2,8,0,0,0,0,0,0,720,0
5620,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
5622,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5623,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
5624,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
5626,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
5629,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
5637,QoS Data,133,34,-72,920,2,8,1,0,0,0,0,0,720,0
5639,QoS Data,133,34,-74,920,2,8,0,0,0,0,0,0,720,0
5640,QoS Data,133,34,-73,920,2,8,0,0,1,0,0,0,720,0
5641,QoS Data,133,34,-74,920,2,8,0,0,1,0,0,0,720,0
5642,QoS Data,133,34,-74,920,2,8,0,0,1,0,0,0,720,0
5643,QoS Data,133,34,-75,920,2,8,0,0,1,0,0,0,720,0
5644,QoS Data,133,34,-75,920,2,8,0,0,1,0,0,0,720,0
5646,RTS,54,34,-46,920,1,11,,,,0,0,0,4180,0
5648,RTS,54,34,-46,920,1,11,,,,0,0,0,4180,0
5650,RTS,54,34,-49,920,1,11,,,,0,0,0,4180,0
5652,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
5655,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
5658,QoS Data,112,34,-71,920,2,8,1,0,0,0,0,0,720,0
5660,QoS Data,112,34,-74,920,2,8,0,0,0,0,0,0,720,0
5661,QoS Data,112,34,-74,920,2,8,0,0,1,0,0,0,720,0
5662,QoS Data,112,34,-75,920,2,8,0,0,1,0,0,0,720,0
5663,QoS Data,112,34,-74,920,2,8,0,0,1,0,0,0,720,0
5666,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5668,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
5669,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
5670,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
5672,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
5673,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
5674,QoS Data,133,34,-72,920,2,8,1,0,0,0,0,0,720,0
5676,QoS Data,133,34,-73,920,2,8,0,0,0,0,0,0,720,0
5678,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
5681,QoS Data,112,34,-72,920,2,8,1,0,0,0,0,0,720,0
5683,QoS Data,112,34,-73,920,2,8,0,0,0,0,0,0,720,0
5684,QoS Data,112,34,-74,920,2,8,0,0,1,0,0,0,720,0
5685,QoS Data,112,34,-75,920,2,8,0,0,1,0,0,0,720,0
5686,QoS Data,112,34,-75,920,2,8,0,0,1,0,0,0,720,0
5687,QoS Data,112,34,-74,920,2,8,0,0,1,0,0,0,720,0
5688,QoS Data,112,34,-74,920,2,8,0,0,1,0,0,0,720,0
5690,S1G Beacon,129,34,-76,920,3,1,,,,,,,0,0
5691,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
5693,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
5694,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5695,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
5696,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
5698,QoS Data,133,34,-66,920,2,8,1,0,0,0,0,0,720,0
5700,QoS Data,133,34,-73,920,2,8,0,0,0,0,0,0,720,0
5701,QoS Data,133,34,-73,920,2,8,0,0,1,0,0,0,720,0
5702,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
5703,QoS Data,133,34,-73,920,2,8,0,0,1,0,0,0,720,0
5704,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
5705,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
5706,QoS Data,133,34,-74,920,2,8,0,0,1,0,0,0,720,0
5707,QoS Data,133,34,-74,920,2,8,0,0,1,0,0,0,720,0
5708,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
5709,QoS Data,133,34,-67,920,2,8,1,0,0,0,0,0,720,0
5711,QoS Data,133,34,-73,920,2,8,0,0,0,0,0,0,720,0
5713,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
5714,QoS Data,115,34,-46,920,2,8,1,0,0,0,0,0,720,0
5716,QoS Data,115,34,-46,920,2,8,1,0,1,0,0,0,720,0
5718,RTS,54,34,-45,920,1,11,,,,0,0,0,4180,0
5720,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
5723,QoS Data,112,34,-66,920,2,8,1,0,0,0,0,0,720,0
5725,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5726,QoS Data,112,34,-73,920,2,8,0,0,1,0,0,0,720,0
5728,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5730,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
5731,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5732,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
5733,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5735,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5736,QoS Data,133,34,-68,920,2,8,1,0,0,0,0,0,720,0
5738,QoS Data,133,34,-74,920,2,8,0,0,0,0,0,0,720,0
5739,QoS Data,133,34,-74,920,2,8,0,0,1,0,0,0,720,0
5740,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
5741,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
5743,QoS Data,115,34,-45,920,2,8,1,0,0,0,0,0,720,0
5746,QoS Data,112,34,-67,920,2,8,1,0,0,0,0,0,720,0
5748,QoS Data,112,34,-73,920,2,8,0,0,0,0,0,0,720,0
5749,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5750,QoS Data,112,34,-74,920,2,8,0,0,1,0,0,0,720,0
5751,QoS Data,112,34,-74,920,2,8,0,0,1,0,0,0,720,0
5753,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
5754,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
5755,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5757,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5763,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
5772,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
5773,QoS Data,132,34,-65,920,2,8,1,0,0,0,0,0,720,0
5775,QoS Data,132,34,-71,920,2,8,0,0,0,0,0,0,720,0
5776,QoS Data,132,34,-71,920,2,8,0,0,1,0,0,0,720,0
5777,QoS Data,132,34,-72,920,2,8,0,0,1,0,0,0,720,0
5778,QoS Data,132,34,-72,920,2,8,0,0,1,0,0,0,720,0
5780,QoS Data,115,34,-48,920,2,8,1,0,0,0,0,0,720,0
5783,QoS Data,112,34,-62,920,2,8,1,0,0,0,0,0,720,0
5785,QoS Data,112,34,-71,920,2,8,0,0,0,0,0,0,720,0
5786,QoS Data,112,34,-70,920,2,8,0,0,1,0,0,0,720,0
5787,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
5788,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
5791,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5792,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5793,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
5794,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
5797,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
5798,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
5799,QoS Data,132,34,-59,920,2,8,1,0,0,0,0,0,720,0
5801,QoS Data,132,34,-72,920,2,8,0,0,0,0,0,0,720,0
5802,QoS Data,132,34,-71,920,2,8,0,0,1,0,0,0,720,0
5803,QoS Data,132,34,-72,920,2,8,0,0,1,0,0,0,720,0
5804,QoS Data,132,34,-72,920,2,8,0,0,1,0,0,0,720,0
5806,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
5809,RTS,54,34,-50,920,1,11,,,,0,0,0,4180,0
5811,RTS,54,34,-45,920,1,11,,,,0,0,0,4180,0
5813,RTS,54,34,-45,920,1,11,,,,0,0,0,4180,0
5815,QoS Data,115,34,-50,920,2,8,1,0,1,0,0,0,720,0
5817,RTS,54,34,-47,920,1,11,,,,0,0,0,4180,0
5819,RTS,54,34,-46,920,1,11,,,,0,0,0,4400,0
5821,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
5823,RTS,54,34,-47,920,1,11,,,,0,0,0,4400,0
5825,RTS,54,34,-45,920,1,11,,,,0,0,0,4400,0
5826,RTS,54,34,-50,920,1,11,,,,0,0,0,4400,0
5828,QoS Data,115,34,-53,920,2,8,1,0,1,0,0,0,720,0
5830,RTS,54,34,-49,920,1,11,,,,0,0,0,2920,0
5832,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
5834,QoS Data,112,34,-59,920,2,8,1,0,0,0,0,0,720,0
5836,QoS Data,112,34,-71,920,2,8,0,0,0,0,0,0,720,0
5837,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5838,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5839,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5840,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
5841,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
5842,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5843,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5845,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
5846,S1G Beacon,61,34,-74,920,3,1,,,,,,,0,0
5848,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5849,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
5851,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5852,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
5854,QoS Data,134,34,-59,920,2,8,1,0,0,0,0,0,720,0
5856,QoS Data,134,34,-71,920,2,8,0,0,0,0,0,0,720,0
5857,QoS Data,134,34,-72,920,2,8,0,0,1,0,0,0,720,0
5858,QoS Data,134,34,-71,920,2,8,0,0,1,0,0,0,720,0
5859,QoS Data,134,34,-71,920,2,8,0,0,1,0,0,0,720,0
5861,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
5864,QoS Data,112,34,-57,920,2,8,1,0,0,0,0,0,720,0
5866,QoS Data,112,34,-72,920,2,8,0,0,0,0,0,0,720,0
5868,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5869,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
5870,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
5872,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
5873,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5874,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5875,QoS Data,133,34,-54,920,2,8,1,0,1,0,0,0,720,0
5877,QoS Data,133,34,-73,920,2,8,0,0,0,0,0,0,720,0
5878,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
5879,QoS Data,133,34,-70,920,2,8,0,0,1,0,0,0,720,0
5880,QoS Data,133,34,-71,920,2,8,0,0,1,0,0,0,720,0
5881,QoS Data,133,34,-72,920,2,8,0,0,1,0,0,0,720,0
5882,QoS Data,133,34,-73,920,2,8,0,0,1,0,0,0,720,0
5883,QoS Data,133,34,-73,920,2,8,0,0,1,0,0,0,720,0
5885,QoS Data,115,34,-48,920,2,8,1,0,0,0,0,0,720,0
5887,RTS,54,34,-53,920,1,11,,,,0,0,0,3280,0
5889,RTS,54,34,-48,920,1,11,,,,0,0,0,3280,0
5892,RTS,54,34,-48,920,1,11,,,,0,0,0,3280,0
5894,QoS Data,115,34,-47,920,2,8,1,0,1,0,0,0,720,0
5896,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5897,QoS Data,112,34,-57,920,2,8,1,0,0,0,0,0,720,0
5899,QoS Data,112,34,-72,920,2,8,0,0,0,0,0,0,720,0
5900,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
5901,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
5902,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
5905,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
5906,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5907,S1G Beacon,61,34,-70,920,3,1,,,,,,,0,0
5908,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5910,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
5919,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5920,QoS Data,134,34,-63,920,2,8,1,0,0,0,0,0,720,0
5922,QoS Data,134,34,-72,920,2,8,0,0,0,0,0,0,720,0
5924,QoS Data,134,34,-71,920,2,8,0,0,1,0,0,0,720,0
5926,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
5928,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
5930,RTS,54,34,-51,920,1,11,,,,0,0,0,4400,0
5932,QoS Data,115,34,-51,920,2,8,1,0,1,0,0,0,720,0
5934,RTS,54,34,-50,920,1,11,,,,0,0,0,4400,0
5936,QoS Data,115,34,-74,920,2,8,0,0,1,0,0,0,720,0
5938,RTS,54,34,-51,920,1,11,,,,0,0,0,4400,0
5940,RTS,54,34,-50,920,1,11,,,,0,0,0,4400,0
5942,QoS Data,115,34,-50,920,2,8,1,0,1,0,0,0,720,0
5945,QoS Data,112,34,-64,920,2,8,1,0,0,0,0,0,720,0
5947,QoS Data,112,34,-74,920,2,8,0,0,0,0,0,0,720,0
5948,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
5949,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
5950,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
5951,QoS Data,112,34,-71,920,2,8,0,0,1,0,0,0,720,0
5956,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5959,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5960,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5961,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
5962,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
5964,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
5965,QoS Data,132,34,-62,920,2,8,1,0,0,0,0,0,720,0
5967,QoS Data,132,34,-70,920,2,8,0,0,0,0,0,0,720,0
5968,QoS Data,132,34,-70,920,2,8,0,0,1,0,0,0,720,0
5969,QoS Data,132,34,-71,920,2,8,0,0,1,0,0,0,720,0
5970,QoS Data,132,34,-71,920,2,8,0,0,1,0,0,0,720,0
5972,QoS Data,132,34,-71,920,2,8,0,0,1,0,0,0,720,0
5973,QoS Data,132,34,-71,920,2,8,0,0,1,0,0,0,720,0
5974,QoS Data,132,34,-71,920,2,8,0,0,1,0,0,0,720,0
5975,QoS Data,132,34,-71,920,2,8,0,0,1,0,0,0,720,0
5976,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5977,QoS Data,132,34,-61,920,2,8,1,0,0,0,0,0,720,0
5979,QoS Data,132,34,-72,920,2,8,0,0,0,0,0,0,720,0
5981,QoS Data,115,34,-46,920,2,8,1,0,0,0,0,0,720,0
5983,RTS,54,34,-50,920,1,11,,,,0,0,0,2920,0
5985,QoS Data,115,34,-45,920,2,8,1,0,1,0,0,0,720,0
5987,QoS Data,115,34,-74,920,2,8,0,0,1,0,0,0,720,0
5989,QoS Data,112,34,-56,920,2,8,1,0,0,0,0,0,720,0
5991,QoS Data,112,34,-73,920,2,8,0,0,0,0,0,0,720,0
5993,S1G Beacon,129,34,-70,920,3,1,,,,,,,0,0
5995,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
5997,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
5998,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
5999,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
6001,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
6002,QoS Data,134,34,-59,920,2,8,1,0,0,0,0,0,720,0
6003,QoS Data,134,34,-58,920,2,8,1,0,1,0,0,0,720,0
6005,QoS Data,134,34,-75,920,2,8,0,0,0,0,0,0,720,0
6006,QoS Data,134,34,-75,920,2,8,0,0,1,0,0,0,720,0
6007,QoS Data,134,34,-74,920,2,8,0,0,1,0,0,0,720,0
6008,QoS Data,134,34,-72,920,2,8,0,0,1,0,0,0,720,0
6010,QoS Data,115,34,-46,920,2,8,1,0,0,0,0,0,720,0
6013,QoS Data,115,34,-47,920,2,8,1,0,1,0,0,0,720,0
6015,RTS,54,34,-45,920,1,11,,,,0,0,0,3280,0
6017,RTS,54,34,-46,920,1,11,,,,0,0,0,3280,0
6019,RTS,54,34,-49,920,1,11,,,,0,0,0,3280,0
6020,RTS,54,34,-48,920,1,11,,,,0,0,0,3280,0
6022,RTS,54,34,-49,920,1,11,,,,0,0,0,3280,0
6024,RTS,54,34,-45,920,1,11,,,,0,0,0,3280,0
6026,RTS,54,34,-45,920,1,11,,,,0,0,0,4400,0
6028,QoS Data,115,34,-46,920,2,8,1,0,1,0,0,0,720,0
6030,QoS Data,112,34,-62,920,2,8,1,0,0,0,0,0,720,0
6032,QoS Data,112,34,-75,920,2,8,0,0,0,0,0,0,720,0
6033,QoS Data,112,34,-75,920,2,8,0,0,1,0,0,0,720,0
6034,QoS Data,112,34,-74,920,2,8,0,0,1,0,0,0,720,0
6036,S1G Beacon,129,34,-74,920,3,1,,,,,,,0,0
6037,S1G Beacon,61,34,-71,920,3,1,,,,,,,0,0
6038,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
6041,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
6042,S1G Beacon,129,34,-77,920,3,1,,,,,,,0,0
6044,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
6045,QoS Data,133,34,-58,920,2,8,1,0,0,0,0,0,720,0
6047,QoS Data,133,34,-72,920,2,8,0,0,0,0,0,0,720,0
6048,QoS Data,133,34,-71,920,2,8,0,0,1,0,0,0,720,0
6049,QoS Data,133,34,-70,920,2,8,0,0,1,0,0,0,720,0
6050,QoS Data,133,34,-71,920,2,8,0,0,1,0,0,0,720,0
6052,QoS Data,115,34,-49,920,2,8,1,0,0,0,0,0,720,0
6055,QoS Data,115,34,-49,920,2,8,1,0,1,0,0,0,720,0
6057,RTS,54,34,-48,920,1,11,,,,0,0,0,3280,0
6059,QoS Data,115,34,-48,920,2,8,1,0,1,0,0,0,720,0
6061,RTS,54,34,-45,920,1,11,,,,0,0,0,3280,0
6063,QoS Data,115,34,-47,920,2,8,1,0,1,0,0,0,720,0
6065,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
6066,QoS Data,112,34,-57,920,2,8,1,0,0,0,0,0,720,0
6068,QoS Data,112,34,-71,920,2,8,0,0,0,0,0,0,720,0
6069,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
6070,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
6071,QoS Data,112,34,-72,920,2,8,0,0,1,0,0,0,720,0
6074,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
6075,S1G Beacon,129,34,-78,920,3,1,,,,,,,0,0
6076,S1G Beacon,61,34,-76,920,3,1,,,,,,,0,0
6079,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
6083,S1G Beacon,61,34,-73,920,3,1,,,,,,,0,0
6093,S1G Beacon,129,34,-73,920,3,1,,,,,,,0,0
6094,QoS Data,134,34,-59,920,2,8,1,0,0,0,0,0,720,0
6096,QoS Data,134,34,-72,920,2,8,0,0,0,0,0,0,720,0
6097,QoS Data,134,34,-72,920,2,8,0,0,1,0,0,0,720,0
6098,QoS Data,134,34,-72,920,2,8,0,0,1,0,0,0,720,0
6099,QoS Data,134,34,-74,920,2,8,0,0,1,0,0,0,720,0
6101,QoS Data,115,34,-51,920,2,8,1,0,0,0,0,0,720,0
6106,QoS Data,112,34,-57,920,2,8,1,0,0,0,0,0,720,0
6111,S1G Beacon,61,34,-72,920,3,1,,,,,,,0,0
6113,S1G Beacon,129,34,-71,920,3,1,,,,,,,0,0
6114,S1G Beacon,61,34,-77,920,3,1,,,,,,,0,0
6116,S1G Beacon,129,34,-72,920,3,1,,,,,,,0,0
6117,S1G Beacon,61,34,-75,920,3,1,,,,,,,0,0
6119,S1G Beacon,129,34,-75,920,3,1,,,,,,,0,0
6120,QoS Data,132,34,-54,920,2,8,1,0,0,0,0,0,720,0
6122,QoS Data,132,34,-76,920,2,8,0,0,0,0,0,0,720,0
6123,QoS Data,132,34,-74,920,2,8,0,0,1,0,0,0,720,0
6124,QoS Data,132,34,-76,920,2,8,0,0,1,0,0,0,720,0
6125,QoS Data,132,34,-76,920,2,8,0,0,1,0,0,0,720,0
6126,QoS Data,132,34,-72,920,2,8,0,0,1,0,0,0,720,0
6127,QoS Data,132,34,-75,920,2,8,0,0,1,0,0,0,720,0
6128,QoS Data,132,34,-74,920,2,8,0,0,1,0,0,0,720,0
6130,QoS Data,115,34,-45,920,2,8,1,0,0,0,0,0,720,0
6133,QoS Data,112,34,-52,920,2,8,1,0,0,0,0,0,720,0
6135,QoS Data,112,34,-77,920,2,8,0,0,0,0,0,0,720,0
6136,QoS Data,112,34,-77,920,2,8,0,0,1,0,0,0,720,0
6137,QoS Data,112,34,-74,920,2,8,0,0,1,0,0,0,720,0
